12DirectoryInt;1.2689;1.2727;1.4616;1.2688;1.2734;1.602;1.2944;1.2827;1.2889;1.2891;1.281;1.5272;1.284;1.2814;1.2763;1.4765;1.2813;1.2865;1.2929;1.2973
13DirectoryLong;1.2648;1.251;1.2682;1.2626;1.2568;1.4586;1.2468;1.4762;1.4415;1.2692;1.4145;1.2769;1.2629;1.2648;1.2645;1.2609;1.2556;1.2647;1.2644;1.2576
12DirectoryPolILj2EE;0.9381;0.9681;0.9377;0.9291;0.9316;1.0696;0.9275;0.9358;0.9277;0.9442;0.9338;0.9471;0.9347;0.9334;0.9495;1.098;0.9458;1.1016;0.9379;0.9533
12DirectoryPolILj31EE;0.9458;0.9455;0.9431;0.9401;0.9476;1.1468;0.9822;0.9564;1.0818;0.9544;0.9553;0.9509;0.9512;0.9529;0.9497;0.9491;0.9459;0.9516;0.9471;0.9531
12DirectoryPolILj37EE;0.9547;0.9438;1.1209;1.1196;0.9468;1.2499;1.0068;0.9521;0.9526;0.9427;0.952;0.9473;0.9443;0.9514;0.9472;0.9472;1.1253;0.9412;0.9481;0.9465
12DirectoryStl;0.8813;0.8842;0.8739;0.8802;0.8681;0.9298;0.9946;0.8843;0.881;0.8873;0.8876;1.0596;0.8812;1.0559;0.8889;0.8843;0.8828;0.881;0.8829;0.8796
15DirectorySha256;2.3165;2.3193;2.3091;2.2851;2.625;2.3207;2.342;2.3154;2.304;2.3011;2.2897;2.2948;2.3163;2.4923;2.2846;2.4746;2.3289;2.3115;2.3114;2.311
13DirectoryCity;1.0823;0.8851;0.8847;0.8906;0.8794;1.2494;1.0292;0.8898;0.8914;0.8906;0.882;0.8841;0.8879;0.8847;0.8888;0.8924;0.8903;0.894;0.892;1.0577
