12DirectoryInt;1677;1456;2627;2627;2627;2627;2627;2627;2627;4422;4422;4422;4422;4422;4422;4422;4422;4422;4422;4422;4422;4422;6535;6535;6535;6535;6535;6535;6535;6535;6535;6535;6535;6535;6535;6535;6535;6535;6535;6535;6535
13DirectoryLong;1685;1464;2694;2694;2694;2694;2694;2694;2694;4456;4456;4456;4456;4456;4456;4456;4456;4456;4456;4456;4456;4456;6517;6517;6517;6517;6517;6517;6517;6517;6517;6517;6517;6517;6517;6517;6517;6517;6517;6517;6517
12DirectoryPolILj2EE;1859;1848;2632;2632;2632;2632;2632;2632;2632;4433;4433;4433;4433;4433;4433;4433;4433;4433;4433;4433;4433;4433;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514
12DirectoryPolILj31EE;1734;1438;2682;2682;2682;2682;2682;2682;2682;4513;4513;4513;4513;4513;4513;4513;4513;4513;4513;4513;4513;4513;6533;6533;6533;6533;6533;6533;6533;6533;6533;6533;6533;6533;6533;6533;6533;6533;6533;6533;6533
12DirectoryPolILj37EE;1665;1407;2697;2697;2697;2697;2697;2697;2697;4513;4513;4513;4513;4513;4513;4513;4513;4513;4513;4513;4513;4513;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514;6514
12DirectoryStl;1714;1479;2693;2693;2693;2693;2693;2693;2693;4442;4442;4442;4442;4442;4442;4442;4442;4442;4442;4442;4442;4442;6520;6520;6520;6520;6520;6520;6520;6520;6520;6520;6520;6520;6520;6520;6520;6520;6520;6520;6520
15DirectorySha256;1702;1505;2719;2719;2719;2719;2719;2719;2719;4455;4455;4455;4455;4455;4455;4455;4455;4455;4455;4455;4455;4455;6525;6525;6525;6525;6525;6525;6525;6525;6525;6525;6525;6525;6525;6525;6525;6525;6525;6525;6525
13DirectoryCity;1639;1507;2621;2621;2621;2621;2621;2621;2621;4477;4477;4477;4477;4477;4477;4477;4477;4477;4477;4477;4477;4477;6521;6521;6521;6521;6521;6521;6521;6521;6521;6521;6521;6521;6521;6521;6521;6521;6521;6521;6521
