12DirectoryInt;1677;2627;4422;6535;6535;6535;8264;8264;8264;8264;8264;8264;8264;9177
13DirectoryLong;1685;2694;4456;6517;6517;6517;8263;8263;8263;8263;8263;8263;8263;9177
12DirectoryPolILj2EE;1859;2632;4433;6514;6514;6514;8267;8267;8267;8267;8267;8267;8267;9177
12DirectoryPolILj31EE;1734;2682;4513;6533;6533;6533;8261;8261;8261;8261;8261;8261;8261;9177
12DirectoryPolILj37EE;1665;2697;4513;6514;6514;6514;8262;8262;8262;8262;8262;8262;8262;9177
12DirectoryStl;1714;2693;4442;6520;6520;6520;8265;8265;8265;8265;8265;8265;8265;9177
15DirectorySha256;1702;2719;4455;6525;6525;6525;8271;8271;8271;8271;8271;8271;8271;9177
13DirectoryCity;1639;2621;4477;6521;6521;6521;8264;8264;8264;8264;8264;8264;8264;9177
